date,service_hrs,kitchen_hrs,dishwasher_hrs,service_per,kitchen_per,dishwasher_per,total_per,total_hrs
2024-04-24,147,68,67,13,6,6,25,282
2024-04-25,199,81,63,16,8,5,29,343
2024-04-26,195,84,80,13,6,5,24,359
2024-04-27,187,86,100,17,8,8,33,373
2024-04-28,148,78,69,9,6,5,20,295
2024-04-29,128,87,73,10,7,5,22,288
2024-04-30,145,69,92,12,5,7,24,306
2024-05-01,145,81,64,11,7,5,23,290
2024-05-02,193,92,71,15,9,6,30,356
2024-05-03,208,96,71,12,7,4,23,375
2024-05-04,210,112,84,11,8,5,24,406
2024-05-05,151,80,66,13,8,6,27,297
2024-05-06,136,91,65,12,9,6,27,292
2024-05-07,133,96,83,14,11,9,34,312
2024-05-08,156,92,52,15,9,5,29,300
2024-05-09,157,89,67,17,11,7,35,313
2024-05-10,206,81,70,12,5,4,21,357
2024-05-11,143,115,78,10,9,5,24,336
2024-05-12,148,71,63,11,6,5,22,282
2024-05-13,123,85,57,13,10,6,29,265
2024-05-14,141,83,60,12,8,5,25,284
2024-05-15,171,73,64,18,8,7,33,308
2024-05-16,184,99,69,18,11,7,36,352
2024-05-17,210,100,71,14,8,5,27,381
2024-05-18,203,110,83,12,7,5,24,396
2024-05-19,174,93,69,13,9,6,28,336
2024-05-20,137,100,56,16,13,7,36,293
2024-05-21,123,83,58,17,12,8,37,264
2024-05-22,150,122,57,10,10,4,24,329
2024-05-23,175,79,69,12,7,5,24,323
2024-05-24,201,85,73,12,6,5,23,359
2024-05-25,208,101,72,12,6,4,22,381
2024-05-26,152,82,65,10,6,5,21,299
2024-05-27,142,95,61,11,9,5,25,298
2024-05-28,153,86,63,13,8,5,26,302
2024-05-29,176,81,58,11,7,4,22,315
2024-05-30,163,78,67,14,7,6,27,308
2024-05-31,170,96,67,12,8,5,25,333
2024-06-01,208,104,72,13,8,5,26,384
2024-06-02,148,63,60,14,7,7,28,271
2024-06-03,109,93,56,15,14,7,36,258
2024-06-04,135,80,58,14,8,6,28,273
2024-06-05,152,91,56,16,10,5,31,299
2024-06-06,154,87,62,13,9,6,28,303
2024-06-07,184,103,64,15,9,5,29,351
2024-06-08,200,109,72,12,8,5,25,381
2024-06-09,139,91,63,13,10,6,29,293
2024-06-10,112,92,62,14,13,8,35,266
2024-06-11,146,88,62,14,10,6,30,296
2024-06-12,171,85,59,15,9,5,29,315
2024-06-13,169,83,65,15,9,6,30,317
2024-06-14,146,106,71,12,10,6,28,323
2024-06-15,170,99,67,11,7,4,22,336
2024-06-16,141,85,67,10,7,5,22,293
2024-06-17,142,95,56,12,10,5,27,293
2024-06-18,116,78,56,13,9,5,27,250
2024-06-19,176,76,64,13,6,4,23,316
2024-06-20,154,86,68,14,9,6,29,308
2024-06-21,176,106,70,14,9,6,29,352
2024-06-22,179,108,75,11,8,5,24,362
2024-06-23,152,93,71,9,7,5,21,316
2024-06-24,145,102,61,13,10,5,28,308
2024-06-25,133,92,74,13,9,7,29,299
2024-06-26,164,85,48,19,8,4,31,297
2024-06-27,174,82,66,15,7,6,28,322
2024-06-28,195,98,71,17,9,5,31,364
2024-06-29,197,93,69,13,7,5,25,359
2024-06-30,154,81,63,16,10,6,32,298
2024-07-01,148,78,57,18,10,7,35,283
2024-07-02,128,74,58,14,7,7,28,260
2024-07-03,162,85,56,14,7,5,26,303
2024-07-04,159,85,76,14,7,7,28,320
2024-07-05,171,95,68,12,8,5,25,334
2024-07-06,163,93,70,13,8,5,26,326
2024-07-07,190,82,64,13,5,4,22,336
2024-07-08,156,110,65,11,8,4,23,331
2024-07-09,188,104,62,12,7,4,23,354
2024-07-10,173,81,55,15,6,5,26,309
2024-07-11,201,87,69,20,8,7,35,357
2024-07-12,194,104,69,17,10,6,33,367
2024-07-13,199,85,69,13,6,5,24,353
2024-07-14,144,78,60,12,7,5,24,282
2024-07-15,151,82,64,14,8,5,27,297
2024-07-16,161,93,59,12,7,4,23,313
2024-07-17,168,85,56,15,6,5,26,309
2024-07-18,160,86,69,13,7,6,26,315
2024-07-19,172,94,70,13,7,5,25,336
2024-07-20,192,89,74,14,7,5,26,355
2024-07-21,160,79,63,13,7,5,25,302
2024-07-22,158,110,62,14,8,5,27,330
2024-07-23,141,98,64,14,9,6,29,303
2024-07-24,162,85,57,15,8,5,28,304
2024-07-25,154,78,68,15,8,7,30,300
2024-07-26,175,90,71,13,6,6,25,336
2024-07-27,177,91,76,12,6,5,23,344
2024-07-28,156,72,64,14,8,6,28,292
2024-07-29,149,96,65,13,9,6,28,310
2024-07-30,139,84,61,13,9,6,28,284
2024-07-31,165,120,55,16,13,5,34,340
2024-08-01,153,81,68,16,8,7,31,302
2024-08-02,180,89,69,14,6,5,25,338
2024-08-03,185,84,61,13,6,5,24,330
2024-08-04,166,78,64,12,7,5,24,308
2024-08-05,125,98,73,10,8,6,24,296
2024-08-06,147,80,57,14,8,5,27,284
2024-08-07,132,75,57,14,8,6,28,264
2024-08-08,158,81,60,12,7,5,24,299
2024-08-09,158,94,67,11,7,5,23,319
2024-08-10,176,93,70,13,7,5,25,339
2024-08-11,137,82,61,13,9,6,28,280
2024-08-12,118,82,54,12,9,5,26,254
2024-08-13,126,81,55,12,8,5,25,262
2024-08-14,121,78,56,12,9,5,26,255
2024-08-15,147,75,63,11,6,5,22,285
2024-08-16,158,85,65,11,6,5,22,308
2024-08-17,154,82,73,8,5,4,17,309
2024-08-18,158,76,58,14,8,5,27,292
2024-08-19,117,83,55,10,9,5,24,255
2024-08-20,114,81,57,14,10,7,31,252
2024-08-21,96,66,56,11,9,7,27,218
2024-08-22,141,74,66,12,7,6,25,281
2024-08-23,154,83,67,10,7,5,22,304
2024-08-24,164,82,65,10,6,4,20,311
2024-08-25,140,75,61,12,7,6,25,276
2024-08-26,118,70,56,11,8,5,24,244
2024-08-27,124,77,58,12,7,5,24,259
2024-08-28,125,87,55,12,9,6,27,267
2024-08-29,162,59,62,13,6,6,25,283
2024-08-30,169,78,67,12,7,5,24,314
2024-08-31,163,79,73,11,6,5,22,315
2024-09-01,116,66,57,11,7,6,24,239
2024-09-02,123,80,59,15,10,6,31,262
2024-09-03,105,64,57,19,11,10,40,226
2024-09-04,128,57,54,17,8,7,32,239
2024-09-05,157,76,62,13,8,6,27,295
2024-09-06,148,82,56,12,8,5,25,286
2024-09-07,199,80,73,13,6,5,24,352
2024-09-08,167,71,62,14,7,6,27,300
2024-09-09,139,73,58,20,11,8,39,270
2024-09-10,104,72,48,19,12,8,39,224
2024-09-11,106,75,58,15,10,8,33,239
2024-09-12,163,88,62,16,8,6,30,313
2024-09-13,171,84,69,12,7,5,24,324
2024-09-14,174,98,68,10,6,4,20,340
2024-09-15,132,75,65,11,7,5,23,272
2024-09-16,115,76,58,12,9,6,27,249
2024-09-17,96,81,59,11,10,7,28,236
2024-09-18,111,78,58,14,11,7,32,247
2024-09-19,146,80,64,13,8,6,27,290
2024-09-20,184,82,68,13,7,5,25,334
2024-09-21,171,97,75,10,7,5,22,343
2024-09-22,121,66,66,13,8,7,28,253
2024-09-23,116,75,60,12,8,6,26,251
2024-09-24,119,77,59,13,9,6,28,255
2024-09-25,124,87,58,12,8,5,25,269
2024-09-26,139,98,69,9,8,4,21,306
2024-09-27,178,94,72,12,7,5,24,344
2024-09-28,191,87,77,11,6,4,21,355
2024-09-29,126,67,66,11,7,6,24,259
2024-09-30,91,80,59,11,12,7,30,230
2024-10-01,130,80,58,15,10,7,32,268
2024-10-02,133,60,55,19,9,7,35,248
2024-10-03,144,85,66,11,9,6,26,295
2024-10-04,196,104,69,12,8,4,24,369
2024-10-05,173,82,71,9,6,4,19,326
